TransactionID,Date,CustomerID,CustomerName,CustomerCity,CustomerCountry,ProductID,ProductName,ProductCategory,ProductSubcategory,UnitPrice,Quantity,TotalAmount
T000605,2023-09-16,C0623,Jane Davis,Phoenix,Germany,P0026,Wireless Laptop,Sports & Outdoors,Team Sports,908.73,5,4543.65
T000606,2023-04-29,C0773,Jane Wilson,Chicago,Spain,P0154,Deluxe Camera,Sports & Outdoors,Water Sports,139.73,1,139.73
T000607,2023-09-14,C0824,Jane Brown,San Antonio,UK,P0275,Ultra Headphones,Books,Magazines,398.61,5,1993.05
T000608,2023-03-10,C0339,Emily Moore,Houston,Spain,P0298,Deluxe Mouse,Clothing,Women's,18.28,1,18.28
T000609,2023-09-10,C0835,Lisa Thompson,San Diego,France,P0207,Eco-friendly Laptop,Electronics,Computers,285.05,2,570.1
T000610,2023-07-29,C0690,William Moore,Los Angeles,Japan,P0149,Portable Tablet,Home & Garden,Furniture,570.39,1,570.39
T000611,2023-11-24,C0494,Sarah Smith,Houston,Japan,P0133,Smart Tablet,Electronics,Cameras,800.48,2,1600.96
T000612,2023-01-07,C0810,Michael Wilson,Los Angeles,Spain,P0032,Ultra Mouse,Sports & Outdoors,Fitness,520.13,3,1560.39
T000613,2023-10-19,C0500,Sarah Davis,San Antonio,Canada,P0335,Ultra Camera,Clothing,Children's,760.4,1,760.4
T000614,2023-03-28,C0541,William Moore,San Antonio,Spain,P0179,Super Monitor,Sports & Outdoors,Cycling,144.76,4,579.04
T000615,2023-11-17,C0485,William Thompson,Los Angeles,Japan,P0353,Premium Monitor,Electronics,Audio,990.75,2,1981.5
T000616,2023-11-16,C0041,John Davis,Houston,Australia,P0331,Portable Headphones,Home & Garden,Bedding,817.07,2,1634.14
T000617,2023-11-25,C0086,John Miller,Dallas,Germany,P0251,Portable Laptop,Clothing,Men's,909.4,4,3637.6
T000618,2023-06-23,C0862,Lisa Miller,San Jose,Brazil,P0426,Deluxe Smartphone,Books,Textbooks,963.43,3,2890.29
T000619,2023-12-20,C0262,Lisa Taylor,San Jose,Mexico,P0104,Eco-friendly Tablet,Electronics,Audio,470.52,5,2352.6
T000620,2023-04-26,C0394,Mary Davis,New York,Australia,P0330,Smart Monitor,Books,Fiction,566.68,4,2266.72
T000621,2023-01-15,C0992,David Wilson,Chicago,USA,P0349,Deluxe Smartphone,Clothing,Children's,165.54,5,827.7
T000622,2023-09-08,C0662,William Miller,New York,France,P0001,Wireless Smartphone,Sports & Outdoors,Water Sports,820.27,5,4101.35
T000623,2023-04-30,C0901,Robert Smith,Chicago,France,P0199,Super Camera,Electronics,Accessories,400.43,1,400.43
T000624,2023-09-01,C0161,Robert Miller,Philadelphia,Spain,P0092,Premium Smartphone,Clothing,Children's,91.04,4,364.16
T000625,2023-11-14,C0510,Emily Anderson,Los Angeles,Australia,P0365,Wireless Monitor,Books,Children's Books,849.91,4,3399.64
T000626,2023-01-29,C0017,Lisa Anderson,San Antonio,UK,P0082,Ultra Camera,Books,Fiction,964.14,4,3856.56
T000627,2023-05-06,C0537,Sarah Johnson,Phoenix,Germany,P0344,Super Headphones,Electronics,Accessories,638.05,5,3190.25
T000628,2023-02-12,C0812,Robert Miller,San Antonio,Germany,P0398,Eco-friendly Smartphone,Electronics,Smartphones,724.52,5,3622.6
T000629,2023-09-17,C0383,Jane Brown,San Antonio,Australia,P0035,Ultra Smartphone,Electronics,Cameras,112.26,5,561.3
T000630,2023-03-30,C0445,Sarah Johnson,New York,Japan,P0128,Deluxe Smartwatch,Sports & Outdoors,Water Sports,97.35,2,194.7
T000631,2023-12-25,C0391,William Wilson,San Antonio,France,P0012,Ergonomic Laptop,Clothing,Shoes,411.01,5,2055.05
T000632,2023-06-22,C0195,Sarah Thompson,San Antonio,Canada,P0465,Portable Mouse,Electronics,Computers,647.64,1,647.64
T000633,2023-07-11,C0267,Jane Johnson,Los Angeles,Germany,P0034,Deluxe Laptop,Electronics,Cameras,547.04,2,1094.08
T000634,2023-02-12,C0362,Emily Taylor,New York,UK,P0485,Eco-friendly Camera,Home & Garden,Bedding,994.85,1,994.85
T000635,2023-08-13,C0171,John Brown,Phoenix,France,P0048,Eco-friendly Laptop,Books,Textbooks,473.02,5,2365.1
T000636,2023-07-02,C0890,John Taylor,Chicago,Spain,P0296,Eco-friendly Mouse,Sports & Outdoors,Camping,290.97,5,1454.85
T000637,2023-04-10,C0008,Emily Thompson,Los Angeles,USA,P0128,Ultra Camera,Sports & Outdoors,Fitness,833.65,5,4168.25
T000638,2023-04-18,C0531,Emily Taylor,Los Angeles,Australia,P0450,Eco-friendly Headphones,Sports & Outdoors,Water Sports,335.15,1,335.15
T000639,2023-06-20,C0983,William Moore,New York,Japan,P0394,Portable Smartwatch,Books,Children's Books,907.95,2,1815.9
T000640,2023-02-27,C0251,Robert Johnson,Phoenix,Spain,P0078,Basic Monitor,Sports & Outdoors,Camping,890.42,4,3561.68
T000641,2023-05-03,C0678,William Moore,Houston,Germany,P0458,Smart Smartwatch,Books,Children's Books,203.97,4,815.88
T000642,2023-04-29,C0606,Robert Brown,Phoenix,Brazil,P0048,Premium Smartwatch,Sports & Outdoors,Team Sports,334.18,4,1336.72
T000643,2023-07-24,C0750,Mary Taylor,Chicago,Brazil,P0213,Eco-friendly Smartwatch,Home & Garden,Kitchenware,635.42,5,3177.1
T000644,2023-10-10,C0271,Emily Johnson,Philadelphia,Canada,P0132,Ergonomic Tablet,Sports & Outdoors,Camping,86.95,2,173.9
T000645,2023-06-03,C0043,Sarah Taylor,Los Angeles,France,P0307,Portable Keyboard,Sports & Outdoors,Camping,525.56,5,2627.8
T000646,2023-09-25,C0353,Michael Thompson,Houston,Brazil,P0060,Portable Headphones,Clothing,Accessories,152.26,4,609.04
T000647,2023-08-04,C0640,Michael Moore,San Diego,Mexico,P0384,Eco-friendly Monitor,Clothing,Women's,734.1,2,1468.2
T000648,2023-05-16,C0767,John Wilson,New York,USA,P0243,Portable Smartwatch,Sports & Outdoors,Camping,313.95,3,941.85
T000649,2023-04-03,C0672,Michael Smith,San Diego,Australia,P0081,Smart Smartphone,Clothing,Shoes,810.76,4,3243.04
T000650,2023-10-03,C0813,David Thompson,Dallas,Japan,P0067,Deluxe Monitor,Home & Garden,Garden,837.81,1,837.81
T000651,2023-09-28,C0358,Jane Taylor,San Diego,Spain,P0349,Eco-friendly Tablet,Electronics,Accessories,502.21,5,2511.05
T000652,2023-02-12,C0210,William Davis,Los Angeles,UK,P0386,Basic Camera,Clothing,Women's,845.62,1,845.62
T000653,2023-11-24,C0929,Michael Miller,New York,USA,P0045,Ergonomic Headphones,Clothing,Men's,25.49,1,25.49
T000654,2023-05-07,C0132,William Smith,San Antonio,Mexico,P0176,Super Laptop,Clothing,Women's,180.67,1,180.67
T000655,2023-06-20,C0883,William Anderson,Philadelphia,France,P0328,Premium Laptop,Electronics,Cameras,11.8,1,11.8
T000656,2023-04-05,C0863,Michael Davis,San Jose,Mexico,P0408,Eco-friendly Speaker,Electronics,Computers,342.54,4,1370.16
T000657,2023-06-19,C0195,Jane Miller,Phoenix,UK,P0317,Smart Headphones,Home & Garden,Garden,863.35,4,3453.4
T000658,2023-04-01,C0362,Mary Smith,Chicago,Australia,P0425,Ultra Smartphone,Clothing,Women's,693.75,1,693.75
T000659,2023-06-24,C0306,Mary Wilson,Phoenix,Brazil,P0370,Ergonomic Laptop,Home & Garden,Decor,144.14,1,144.14
T000660,2023-06-19,C0409,Michael Wilson,San Diego,Australia,P0017,Wireless Headphones,Home & Garden,Kitchenware,819.69,4,3278.76
T000661,2023-05-07,C0257,Michael Miller,Houston,Brazil,P0421,Eco-friendly Monitor,Electronics,Audio,777.42,1,777.42
T000662,2023-03-01,C0361,William Moore,Chicago,Mexico,P0098,Portable Mouse,Books,Children's Books,947.8,3,2843.4
T000663,2023-12-02,C0127,Jane Moore,New York,Spain,P0430,Premium Headphones,Home & Garden,Bedding,790.99,2,1581.98
T000664,2023-11-20,C0079,Mary Thompson,Houston,Canada,P0473,Super Monitor,Sports & Outdoors,Water Sports,878.72,5,4393.6
T000665,2023-12-10,C0077,Michael Smith,New York,Brazil,P0216,Deluxe Smartphone,Home & Garden,Furniture,959.36,4,3837.44
T000666,2023-12-22,C0195,Mary Moore,Houston,UK,P0218,Premium Tablet,Electronics,Accessories,628.01,5,3140.05
T000667,2023-12-11,C0926,Robert Taylor,Los Angeles,UK,P0263,Super Keyboard,Sports & Outdoors,Camping,681.16,1,681.16
T000668,2023-11-05,C0708,Lisa Brown,Houston,France,P0080,Premium Smartphone,Clothing,Shoes,905.09,2,1810.18
T000669,2023-08-19,C0546,William Anderson,San Antonio,UK,P0307,Eco-friendly Smartphone,Clothing,Children's,185.21,4,740.84
T000670,2023-09-15,C0613,David Wilson,Philadelphia,USA,P0437,Premium Keyboard,Home & Garden,Kitchenware,751.99,5,3759.95
T000671,2023-12-18,C0678,David Wilson,Dallas,Canada,P0022,Ultra Speaker,Home & Garden,Kitchenware,538.82,5,2694.1
T000672,2023-11-05,C0011,Mary Anderson,Chicago,Germany,P0054,Wireless Laptop,Clothing,Men's,773.6,1,773.6
T000673,2023-01-04,C0749,Robert Wilson,Chicago,France,P0154,Premium Mouse,Sports & Outdoors,Camping,593.59,3,1780.77
T000674,2023-05-04,C0973,Lisa Miller,San Antonio,France,P0280,Eco-friendly Laptop,Books,Fiction,209.39,4,837.56
T000675,2023-05-31,C0828,Michael Miller,Phoenix,Spain,P0155,Basic Camera,Clothing,Women's,464.62,2,929.24
T000676,2023-08-24,C0414,Robert Smith,San Antonio,Brazil,P0085,Ergonomic Tablet,Books,Children's Books,77.36,2,154.72
T000677,2023-05-24,C0566,William Smith,Philadelphia,Canada,P0158,Super Smartwatch,Clothing,Women's,403.07,3,1209.21
T000678,2023-07-22,C0570,Robert Wilson,San Diego,USA,P0012,Basic Camera,Home & Garden,Garden,48.83,1,48.83
T000679,2023-01-01,C0279,William Moore,San Diego,Germany,P0101,Ultra Camera,Electronics,Computers,669.09,3,2007.27
T000680,2023-01-07,C0961,Jane Anderson,Philadelphia,Canada,P0378,Smart Speaker,Home & Garden,Decor,291.8,5,1459.0
T000681,2023-10-05,C0872,David Moore,Los Angeles,Germany,P0326,Ergonomic Headphones,Home & Garden,Furniture,892.31,2,1784.62
T000682,2023-10-15,C0352,Michael Miller,Phoenix,France,P0343,Smart Monitor,Sports & Outdoors,Fitness,108.28,3,324.84
T000683,2023-06-21,C0217,Lisa Smith,Houston,France,P0498,Basic Tablet,Books,Children's Books,393.46,3,1180.38
T000684,2023-09-04,C0662,Sarah Smith,Philadelphia,Brazil,P0358,Wireless Mouse,Sports & Outdoors,Team Sports,563.32,1,563.32
T000685,2023-10-17,C0553,Emily Moore,San Antonio,Japan,P0044,Ultra Headphones,Clothing,Women's,930.89,2,1861.78
T000686,2023-05-10,C0854,Jane Taylor,Philadelphia,UK,P0237,Super Laptop,Books,Magazines,645.4,5,3227.0
T000687,2023-05-26,C0697,Jane Wilson,New York,UK,P0014,Basic Smartwatch,Books,Children's Books,459.5,5,2297.5
T000688,2023-09-04,C0295,Emily Johnson,San Antonio,Australia,P0453,Premium Keyboard,Electronics,Computers,967.55,3,2902.65
T000689,2023-08-01,C0038,Robert Wilson,San Diego,Germany,P0322,Wireless Keyboard,Electronics,Computers,251.6,2,503.2
T000690,2023-04-15,C0443,John Taylor,San Jose,USA,P0154,Ergonomic Mouse,Electronics,Accessories,922.81,2,1845.62
T000691,2023-01-14,C0787,David Moore,Los Angeles,France,P0288,Ultra Smartwatch,Clothing,Accessories,316.3,3,948.9
T000692,2023-10-22,C0708,Lisa Thompson,San Diego,UK,P0193,Wireless Speaker,Home & Garden,Kitchenware,292.62,5,1463.1
T000693,2023-05-01,C0575,Robert Thompson,Dallas,Australia,P0166,Portable Headphones,Electronics,Smartphones,100.24,4,400.96
T000694,2023-04-10,C0889,John Davis,Philadelphia,Brazil,P0492,Ergonomic Keyboard,Clothing,Accessories,910.93,4,3643.72
T000695,2023-02-05,C0921,John Davis,Houston,France,P0062,Portable Camera,Books,Fiction,413.2,1,413.2
T000696,2023-08-31,C0303,Lisa Anderson,Phoenix,Spain,P0036,Wireless Camera,Clothing,Accessories,811.03,2,1622.06
T000697,2023-03-13,C0133,William Johnson,Los Angeles,Spain,P0417,Eco-friendly Headphones,Electronics,Cameras,494.81,4,1979.24
T000698,2023-12-25,C0015,Robert Johnson,San Antonio,UK,P0228,Ultra Laptop,Sports & Outdoors,Cycling,918.17,2,1836.34
T000699,2023-12-31,C0908,Jane Thompson,Dallas,Spain,P0372,Basic Tablet,Electronics,Audio,173.8,3,521.4
T000700,2023-09-18,C0293,Michael Thompson,Dallas,Brazil,P0326,Smart Camera,Sports & Outdoors,Camping,367.97,2,735.94
T000701,2023-05-22,C0560,Lisa Thompson,San Antonio,France,P0227,Basic Camera,Clothing,Women's,180.64,3,541.92
T000702,2023-05-05,C0428,Lisa Johnson,San Jose,Brazil,P0027,Ultra Tablet,Books,Non-fiction,785.03,4,3140.12
T000703,2023-02-26,C0195,David Davis,Dallas,Japan,P0497,Wireless Mouse,Books,Magazines,186.53,4,746.12
T000704,2023-06-06,C0482,David Wilson,Houston,Brazil,P0265,Ergonomic Tablet,Clothing,Children's,265.29,2,530.58
T000705,2023-09-27,C0174,Jane Smith,Houston,Spain,P0032,Smart Laptop,Home & Garden,Garden,616.57,4,2466.28
T000706,2023-01-06,C0435,Robert Moore,Phoenix,Australia,P0032,Basic Monitor,Sports & Outdoors,Camping,967.06,3,2901.18
T000707,2023-03-23,C0346,Jane Taylor,Dallas,Mexico,P0233,Wireless Smartwatch,Books,Children's Books,822.42,5,4112.1
T000708,2023-12-18,C0307,Sarah Thompson,San Antonio,Japan,P0381,Eco-friendly Keyboard,Electronics,Cameras,609.9,1,609.9
T000709,2023-05-11,C0726,John Davis,Dallas,Germany,P0397,Ultra Camera,Clothing,Men's,967.62,5,4838.1
T000710,2023-08-20,C0787,John Thompson,Houston,Canada,P0247,Deluxe Tablet,Books,Fiction,189.09,1,189.09
T000711,2023-06-29,C0206,Mary Smith,New York,Germany,P0106,Portable Smartwatch,Books,Children's Books,878.87,4,3515.48
T000712,2023-08-03,C0359,Sarah Thompson,San Antonio,Spain,P0171,Basic Smartwatch,Sports & Outdoors,Camping,618.19,1,618.19
T000713,2023-09-01,C0967,William Taylor,San Diego,USA,P0489,Basic Smartphone,Home & Garden,Furniture,491.53,1,491.53
T000714,2023-09-02,C0544,David Miller,Chicago,Australia,P0089,Portable Monitor,Books,Children's Books,18.27,4,73.08
T000715,2023-11-21,C0135,William Taylor,Philadelphia,Germany,P0397,Premium Keyboard,Sports & Outdoors,Fitness,33.36,1,33.36
T000716,2023-06-20,C0909,William Smith,San Diego,Spain,P0217,Premium Smartwatch,Books,Fiction,711.33,1,711.33
T000717,2023-11-23,C0639,Robert Moore,San Diego,Japan,P0190,Ultra Camera,Home & Garden,Decor,668.6,1,668.6
T000718,2023-12-01,C0152,Emily Brown,Dallas,Canada,P0459,Deluxe Tablet,Books,Magazines,414.23,3,1242.69
T000719,2023-01-18,C0231,Emily Anderson,New York,France,P0012,Portable Smartwatch,Sports & Outdoors,Team Sports,876.75,2,1753.5
T000720,2023-08-12,C0304,Mary Johnson,Los Angeles,Spain,P0278,Ultra Camera,Sports & Outdoors,Cycling,486.8,1,486.8
T000721,2023-10-05,C0180,John Davis,Dallas,Mexico,P0359,Wireless Laptop,Clothing,Children's,850.33,4,3401.32
T000722,2023-05-03,C0528,Lisa Miller,Chicago,Germany,P0066,Eco-friendly Smartwatch,Clothing,Men's,387.16,3,1161.48
T000723,2023-10-10,C0003,Sarah Thompson,Dallas,UK,P0238,Ultra Speaker,Clothing,Women's,925.35,1,925.35
T000724,2023-10-29,C0491,Emily Brown,Los Angeles,Brazil,P0336,Portable Tablet,Clothing,Men's,774.64,2,1549.28
T000725,2023-03-04,C0220,David Miller,San Antonio,Spain,P0391,Premium Smartwatch,Clothing,Accessories,376.66,3,1129.98
T000726,2023-01-25,C0619,William Brown,Los Angeles,France,P0225,Deluxe Monitor,Sports & Outdoors,Team Sports,511.02,5,2555.1
T000727,2023-02-19,C0634,John Smith,Dallas,Spain,P0465,Premium Mouse,Sports & Outdoors,Team Sports,706.46,2,1412.92
T000728,2023-12-01,C0193,Mary Wilson,San Diego,UK,P0043,Ultra Smartwatch,Clothing,Men's,103.06,1,103.06
T000729,2023-08-28,C0022,Robert Davis,Los Angeles,Mexico,P0380,Eco-friendly Keyboard,Clothing,Shoes,302.71,1,302.71
T000730,2023-12-22,C0048,Lisa Brown,San Antonio,Spain,P0288,Wireless Speaker,Home & Garden,Bedding,55.39,5,276.95
T000731,2023-04-30,C0594,Lisa Anderson,Philadelphia,Spain,P0099,Eco-friendly Monitor,Clothing,Men's,634.59,5,3172.95
T000732,2023-05-12,C0709,William Wilson,San Antonio,France,P0262,Super Smartphone,Home & Garden,Decor,110.82,4,443.28
T000733,2023-06-14,C0394,Emily Taylor,Los Angeles,Germany,P0306,Smart Monitor,Books,Fiction,838.75,3,2516.25
T000734,2023-11-03,C0539,Jane Anderson,Phoenix,Japan,P0125,Wireless Headphones,Sports & Outdoors,Camping,62.4,5,312.0
T000735,2023-09-20,C0953,David Smith,Los Angeles,UK,P0272,Ultra Speaker,Books,Magazines,523.36,3,1570.08
T000736,2023-07-11,C0384,David Taylor,Los Angeles,Australia,P0442,Portable Smartphone,Home & Garden,Kitchenware,944.11,3,2832.33
T000737,2023-11-29,C0592,Emily Davis,San Diego,UK,P0225,Ergonomic Smartphone,Clothing,Men's,104.13,4,416.52
T000738,2023-07-18,C0401,Emily Johnson,Los Angeles,Spain,P0087,Smart Headphones,Books,Non-fiction,924.49,4,3697.96
T000739,2023-09-14,C0728,William Miller,San Diego,Brazil,P0405,Super Camera,Clothing,Women's,907.47,3,2722.41
T000740,2023-08-28,C0047,Jane Taylor,Phoenix,Germany,P0163,Premium Mouse,Electronics,Smartphones,713.33,3,2139.99
T000741,2023-12-16,C0758,Mary Moore,San Diego,Canada,P0259,Premium Camera,Books,Non-fiction,763.14,2,1526.28
T000742,2023-01-16,C0542,Jane Brown,New York,Mexico,P0319,Portable Smartphone,Clothing,Children's,661.39,3,1984.17
T000743,2023-03-08,C0135,Robert Taylor,Los Angeles,Brazil,P0315,Eco-friendly Monitor,Clothing,Accessories,337.59,5,1687.95
T000744,2023-11-17,C0024,Jane Miller,Chicago,Germany,P0352,Ultra Speaker,Home & Garden,Bedding,45.67,5,228.35
T000745,2023-12-25,C0862,Robert Anderson,Los Angeles,Japan,P0017,Ergonomic Speaker,Clothing,Shoes,382.88,5,1914.4
T000746,2023-07-11,C0851,Michael Anderson,San Diego,USA,P0052,Super Smartphone,Books,Textbooks,30.79,3,92.37
T000747,2023-01-15,C0868,Sarah Brown,San Jose,USA,P0366,Ultra Headphones,Clothing,Children's,740.95,5,3704.75
T000748,2023-06-13,C0766,John Taylor,San Jose,Canada,P0445,Super Monitor,Sports & Outdoors,Fitness,994.93,1,994.93
T000749,2023-09-25,C0924,Sarah Brown,Phoenix,UK,P0132,Deluxe Monitor,Home & Garden,Decor,828.37,2,1656.74
T000750,2023-10-16,C0461,Lisa Moore,New York,Mexico,P0061,Basic Smartphone,Sports & Outdoors,Camping,479.23,5,2396.15
T000751,2023-06-15,C0366,Michael Taylor,San Antonio,Brazil,P0099,Smart Tablet,Home & Garden,Decor,121.35,2,242.7
T000752,2023-04-10,C0376,Emily Thompson,San Antonio,Germany,P0311,Wireless Headphones,Electronics,Accessories,972.15,3,2916.45
T000753,2023-01-16,C0787,Jane Davis,San Antonio,Australia,P0456,Smart Tablet,Electronics,Smartphones,451.96,2,903.92
T000754,2023-02-14,C0320,Robert Smith,Houston,USA,P0229,Super Laptop,Clothing,Men's,571.36,2,1142.72
T000755,2023-08-28,C0525,Emily Wilson,Chicago,Spain,P0148,Wireless Camera,Home & Garden,Decor,786.53,4,3146.12
T000756,2023-04-11,C0770,John Moore,Phoenix,France,P0355,Basic Keyboard,Books,Magazines,47.33,3,141.99
T000757,2023-09-21,C0416,Mary Davis,San Antonio,Canada,P0082,Ergonomic Camera,Books,Non-fiction,328.42,4,1313.68
T000758,2023-08-03,C0876,David Davis,New York,Australia,P0328,Eco-friendly Smartwatch,Clothing,Children's,529.7,4,2118.8
T000759,2023-11-12,C0776,William Anderson,San Diego,Spain,P0353,Ultra Smartphone,Clothing,Children's,622.04,4,2488.16
T000760,2023-01-29,C0983,David Moore,Houston,Japan,P0145,Premium Headphones,Electronics,Cameras,341.63,4,1366.52
T000761,2023-03-17,C0954,Jane Davis,Phoenix,Japan,P0016,Ultra Smartphone,Home & Garden,Garden,468.85,4,1875.4
T000762,2023-01-21,C0212,Sarah Davis,New York,France,P0369,Wireless Mouse,Sports & Outdoors,Camping,903.98,4,3615.92
T000763,2023-03-17,C0450,William Brown,Phoenix,Australia,P0483,Eco-friendly Mouse,Home & Garden,Furniture,655.44,5,3277.2
T000764,2023-04-23,C0889,Lisa Wilson,Chicago,UK,P0387,Portable Headphones,Electronics,Computers,357.46,2,714.92
T000765,2023-09-05,C0791,John Thompson,San Diego,Germany,P0328,Ultra Camera,Sports & Outdoors,Water Sports,296.79,1,296.79
T000766,2023-07-04,C0780,Emily Wilson,Phoenix,USA,P0210,Smart Smartphone,Clothing,Men's,562.08,5,2810.4
T000767,2023-01-30,C0114,John Johnson,Chicago,Japan,P0246,Basic Smartphone,Books,Non-fiction,669.46,4,2677.84
T000768,2023-10-20,C0736,John Smith,Houston,Germany,P0466,Smart Monitor,Electronics,Audio,32.31,5,161.55
T000769,2023-11-23,C0891,William Moore,New York,Brazil,P0183,Super Mouse,Clothing,Men's,886.0,1,886.0
T000770,2023-04-24,C0008,Lisa Brown,Phoenix,France,P0045,Smart Speaker,Home & Garden,Decor,797.21,4,3188.84
T000771,2023-03-30,C0175,Sarah Thompson,Chicago,Brazil,P0221,Ergonomic Smartphone,Books,Magazines,731.89,3,2195.67
T000772,2023-07-20,C0037,Michael Wilson,Philadelphia,Australia,P0174,Super Keyboard,Clothing,Men's,92.81,3,278.43
T000773,2023-01-16,C0479,Sarah Brown,Dallas,UK,P0480,Smart Speaker,Electronics,Accessories,31.84,2,63.68
T000774,2023-08-09,C0267,Michael Thompson,Chicago,Mexico,P0354,Portable Monitor,Books,Non-fiction,567.28,1,567.28
T000775,2023-02-01,C0544,David Thompson,Dallas,Germany,P0368,Wireless Smartphone,Home & Garden,Garden,451.39,3,1354.17
T000776,2023-05-13,C0447,William Davis,Los Angeles,Canada,P0079,Eco-friendly Tablet,Sports & Outdoors,Team Sports,182.93,5,914.65
T000777,2023-07-05,C0337,Jane Brown,Houston,Mexico,P0393,Wireless Speaker,Sports & Outdoors,Fitness,263.71,1,263.71
T000778,2023-05-30,C0496,Sarah Davis,San Antonio,USA,P0201,Eco-friendly Keyboard,Books,Magazines,907.63,1,907.63
T000779,2023-09-12,C0387,Lisa Taylor,Phoenix,Japan,P0091,Premium Smartphone,Electronics,Audio,816.97,3,2450.91
T000780,2023-04-26,C0550,Robert Taylor,Dallas,France,P0326,Portable Headphones,Sports & Outdoors,Fitness,160.62,4,642.48
T000781,2023-02-22,C0070,Emily Brown,Dallas,France,P0069,Ultra Laptop,Sports & Outdoors,Camping,584.64,5,2923.2
T000782,2023-03-04,C0277,David Brown,Houston,France,P0177,Wireless Monitor,Home & Garden,Garden,762.28,1,762.28
T000783,2023-03-21,C0358,Jane Taylor,San Jose,Japan,P0104,Wireless Speaker,Electronics,Audio,630.21,1,630.21
T000784,2023-02-04,C0238,John Anderson,Philadelphia,Australia,P0018,Basic Laptop,Clothing,Shoes,561.11,1,561.11
T000785,2023-08-21,C0154,David Miller,Dallas,UK,P0416,Super Camera,Home & Garden,Bedding,332.43,2,664.86
T000786,2023-10-25,C0707,Sarah Wilson,Philadelphia,Japan,P0216,Eco-friendly Monitor,Clothing,Men's,563.42,3,1690.26
T000787,2023-06-26,C0707,John Davis,New York,Mexico,P0091,Smart Tablet,Home & Garden,Furniture,331.88,1,331.88
T000788,2023-11-10,C0642,Emily Davis,Phoenix,Brazil,P0330,Premium Headphones,Books,Children's Books,348.1,3,1044.3
T000789,2023-11-22,C0250,David Johnson,Philadelphia,Spain,P0165,Wireless Camera,Electronics,Cameras,81.87,2,163.74
T000790,2023-02-21,C0549,John Davis,Chicago,France,P0447,Wireless Tablet,Clothing,Accessories,66.78,3,200.34
T000791,2023-12-05,C0700,Mary Thompson,San Antonio,USA,P0074,Premium Tablet,Home & Garden,Bedding,493.4,3,1480.2
T000792,2023-09-16,C0201,Michael Moore,San Diego,Germany,P0413,Basic Monitor,Sports & Outdoors,Camping,813.89,3,2441.67
T000793,2023-03-13,C0914,John Wilson,Philadelphia,Germany,P0491,Super Smartwatch,Sports & Outdoors,Camping,395.7,4,1582.8
T000794,2023-03-22,C0147,David Anderson,Dallas,France,P0453,Portable Smartwatch,Electronics,Accessories,896.04,2,1792.08
T000795,2023-12-29,C0788,Emily Davis,Chicago,Mexico,P0174,Eco-friendly Camera,Electronics,Cameras,470.55,4,1882.2
T000796,2023-10-18,C0220,Robert Moore,Chicago,Australia,P0137,Super Headphones,Electronics,Accessories,759.81,2,1519.62
T000797,2023-04-29,C0172,Mary Miller,Houston,UK,P0046,Portable Mouse,Books,Non-fiction,124.04,2,248.08
T000798,2023-04-28,C0691,Jane Smith,Houston,UK,P0461,Portable Tablet,Sports & Outdoors,Fitness,556.09,4,2224.36
T000799,2023-11-21,C0945,Michael Wilson,Phoenix,Canada,P0224,Super Smartphone,Home & Garden,Bedding,57.05,4,228.2
T000800,2023-03-28,C0832,Robert Taylor,Philadelphia,Germany,P0302,Eco-friendly Keyboard,Electronics,Computers,969.96,2,1939.92
T000801,2023-09-19,C0791,Robert Wilson,New York,Spain,P0404,Portable Headphones,Clothing,Men's,782.59,4,3130.36
T000802,2023-09-10,C0157,John Taylor,Phoenix,UK,P0138,Deluxe Smartwatch,Clothing,Men's,511.6,4,2046.4
T000803,2023-04-16,C0795,Lisa Johnson,Philadelphia,Mexico,P0382,Ergonomic Headphones,Sports & Outdoors,Water Sports,178.73,3,536.19
T000804,2023-07-31,C0668,David Wilson,San Diego,Canada,P0224,Super Smartwatch,Sports & Outdoors,Team Sports,675.12,4,2700.48
T000805,2023-04-23,C0741,John Miller,Los Angeles,France,P0130,Portable Tablet,Home & Garden,Bedding,41.07,5,205.35
T000806,2023-11-20,C0289,Michael Wilson,Houston,Brazil,P0455,Premium Laptop,Electronics,Audio,23.61,1,23.61
T000807,2023-09-20,C0041,Sarah Brown,Dallas,Canada,P0472,Ergonomic Smartwatch,Sports & Outdoors,Camping,237.43,1,237.43
T000808,2023-09-11,C0774,Michael Smith,Houston,Australia,P0436,Ergonomic Laptop,Home & Garden,Garden,760.25,2,1520.5
T000809,2023-11-29,C0268,Lisa Wilson,New York,Mexico,P0335,Premium Monitor,Home & Garden,Bedding,668.99,1,668.99
T000810,2023-08-22,C0295,Mary Smith,Phoenix,Australia,P0253,Ultra Laptop,Sports & Outdoors,Team Sports,861.86,1,861.86
T000811,2023-10-18,C0769,Emily Brown,San Jose,Brazil,P0038,Ergonomic Mouse,Books,Textbooks,210.54,2,421.08
T000812,2023-09-04,C0194,John Smith,San Jose,Spain,P0124,Eco-friendly Speaker,Sports & Outdoors,Cycling,180.37,3,541.11
T000813,2023-01-16,C0524,Jane Smith,Dallas,Japan,P0107,Super Camera,Electronics,Accessories,255.78,5,1278.9
T000814,2023-12-29,C0414,Emily Thompson,Philadelphia,Brazil,P0176,Premium Camera,Home & Garden,Bedding,975.06,1,975.06
